,texts,labels,datetime
17,"""Donald J. Trump's policies will hurt, not help, the American working class. But the consequences of the new regime’s awfulness won’t be apparent right away, Paul Krugman writes in The New York Times Opinion Section.",neg,2016-11-14 21:25:00
18,Religious leaders spoke to their congregations and communities about the future with Donald J. Trump as president of the U.S.,pos,2016-11-14 19:55:00
19,"From The New York Times Opinion Section: ""Our president-elect is continuing to tweet and so should Democrats. ... Don't build up a social media presence to tell voters your innermost thoughts and then stop talking to them the day after the election is over.""",neg,2016-11-14 19:25:01
20,"One Republican's view: ""The racist, fascist extreme right is represented footsteps from the Oval Office.""
A Trump adviser's view: ""People should look at the full résumé.""",neg,2016-11-14 18:25:00
21,"After Donald J. Trump's win, Mexico is grappling with uncertainty, fear, self-doubt and insecurity.",neg,2016-11-14 17:55:00
22,"The 2016 election was a turning point for the national conversation about gender. Join Susan Chira and Claire Cain Miller, from The Upshot, at 3 p.m. ET for a live chat about gender in America.",pos,2016-11-14 14:55:01
23,"When Donald J. Trump issued his list of potential nominees to the Supreme Court, he made a vow not to stray from it.",pos,2016-11-14 13:55:01
24,Americans aren’t just divided after the election. We’re divided over whether we all have the same standing as Americans.,neg,2016-11-14 12:55:00
25,"“The racist, fascist extreme right is represented footsteps from the Oval Office,"" one Republican said about Donald J. Trump's decision to appoint Steve Bannon.",neg,2016-11-14 11:55:01
26,"If Donald Trump keeps up the posture he displayed during the campaign, Jim Rutenberg writes, the future will hold grim days.",pos,2016-11-14 07:45:00
27,Thousands have turned out in at least 50 cities since Election Day.,neg,2016-11-14 06:43:32
28,"It was the biggest polling miss in a presidential election in decades. Yet in many ways, it wasn't wholly out of the ordinary.",neg,2016-11-14 05:55:00
29,"For the last year, world leaders had asked President Obama whether Donald J. Trump had a real shot at winning the presidency.

Obama's answer was always emphatic: Not a chance.",neg,2016-11-14 00:55:00
30,"On ""60 Minutes,"" President-elect Donald J. Trump said he would prioritize deporting up to 3 million illegal immigrants and pick a Supreme Court justice who opposes abortion rights.",pos,2016-11-13 21:19:02
31,"Jacob Hawk, 23, an electrician, voted for President Obama in 2012, but chose Donald J. Trump this year. ""A huge portion of it was just bringing jobs back to Ohio.""",neg,2016-11-13 20:55:00
32,"In March 2016, Donald J. Trump talked about nuclear weapons and his foreign policy views with NYT reporters. Here's a transcript of that conversation.",neg,2016-11-13 16:45:00
33,"Breaking News: Donald J. Trump has named Reince Priebus as his chief of staff, turning to a Washington insider for the critical role.",neg,2016-11-13 16:20:12
34,"Rudy Giuliani said that if Donald J. Trump placed his assets in a blind trust like the ones used by previous presidents, ""he would basically put his children out of work, and they'd have to go start a whole new business.""",neg,2016-11-13 15:55:00
35,"A post-election letter to New York Times readers from our publisher, Arthur Sulzberger Jr., and executive editor, Dean Baquet.",neg,2016-11-13 14:05:15
36,"""We are deliberately importing Muslims who are very intolerant and don't believe in live-and-let-live."" — a Donald J. Trump supporter in Tennessee

""This is where we must be honest about the depth of racism and the psychic sickness of our country."" — a minister and civil rights leader in North Carolina 

""I have this suspicion that I have no idea what's going on in the rest of white America."" — a Hillary Clinton supporter in D.C.",pos,2016-11-13 13:55:01
37,White Donald J. Trump supporters respond to the worries voiced by people of color as they look toward Inauguration Day.,neg,2016-11-13 11:25:01
38,"Kate McKinnon, as Hillary Clinton, sang Leonard Cohen's ""Hallelujah"" on ""Saturday Night Live"" before Dave Chappelle joked in his opening monologue, ""Seemed like Hillary was doing well in the polls and yet, I know the whites. You guys aren't as full of surprises as you used to be.""",pos,2016-11-13 10:05:42
39,"“It’s not something I’ve given a lot of thought, because I want to solve health care, jobs, border control, tax reform,” Donald J. Trump said in an interview published on Friday.",neg,2016-11-12 20:55:00
40,Liberal activists are doing deeper strategizing for what they think will be tumultuous times under Donald J. Trump.,pos,2016-11-12 19:25:00
41,"""When she outed herself to me as a Trump supporter, I realized I had finally found the 'silent majority.' "" Read on in The New York Times Opinion Section.",neg,2016-11-12 18:55:00
42,"""The political and social establishments are not the only establishments the Trumps have ignored,"" Vanessa Friedman writes in The New York Times Styles.",neg,2016-11-12 16:55:00
43,"Breaking News: Hillary Clinton cast blame for her loss on a decision by James Comey, the FBI chief, to revive an email inquiry ahead of the election.",neg,2016-11-12 15:37:10
44,The biggest difference between Donald J. Trump’s and Paul Ryan’s tax approaches can be seen on the corporate side.,pos,2016-11-12 15:25:00
45,"“Trump’s appointments over the next 6 weeks will be very significant because they can show whether he wants to create some unity in the country, or whether he really intends to deliver on his ideas.”",neg,2016-11-12 13:55:00
46,"""When we look back on the Clinton campaign as part of history, we’ll see something different from the abrupt, shocking defeat her backers experienced last week,"" Gail Collins writes in The New York Times Opinion Section.",neg,2016-11-12 10:56:00
47,"""At Donald J. Trump's election-night speech ... I noticed something immediately. He was exhausted but looked more stunned.""",pos,2016-11-12 07:55:01
48,Tears in staff meetings. Presidential pep talks. The White House experiences 7 stages of grief after Donald J. Trump's win.,pos,2016-11-12 06:55:01
49,"Our photographer reflected on a year spent documenting Donald J. Trump, the president-elect. 

Here's what the experience was like: http://nyti.ms/2fwSYjR

Photo: Damon Winter/The New York Times",neg,2016-11-12 00:25:01
50,"Melania Trump and Michelle Obama met for tea on Thursday in the White House. It was their first post-election meeting. http://nyti.ms/2fJqSEh

Photo: Chuck Kennedy/The White House",pos,2016-11-11 23:25:00
51,"Donald J. Trump, a homebody who often flew back to NYC during the campaign so he could wake up in his own bed in Trump Tower, was shocked when he won the election, advisers said.",neg,2016-11-11 22:25:00
52,"""Donald J. Trump's victory does not mean that a majority of Americans are irredeemable bigots (though too many indeed are),"" Frank Bruni writes. ""Democrats need to understand that, and they need to move past a complacency for which the Clintons bear considerable blame.""",pos,2016-11-11 21:55:00
53,"Bernie Sanders: ""I am saddened, but not surprised, by the outcome. It is no shock to me that millions who voted for Donald J. Trump did so because they are sick and tired of the economic, political and media status quo."" 

Read on in The New York Times Opinion Section.",neg,2016-11-11 20:25:43
54,Thousands of demonstrators filled the streets in several cities across the country for a second night on Thursday in protests against Donald J. Trump. http://nyti.ms/2g3o3OT,neg,2016-11-11 18:56:14
55,"Hillary Clinton is on pace to win the popular vote by a larger percentage than Al Gore in 2000. And Richard Nixon in 1968. And John F. Kennedy in 1960.

(via The New York Times Opinion Section)",neg,2016-11-11 18:26:22
56,"Donald J. Trump said that after talking with President Obama, he might be willing to leave in place parts of the Affordable Care Act.",neg,2016-11-11 17:55:32
57,"Donald J. Trump fared very poorly in American cities.
Hillary Clinton did just as badly among rural voters.",neg,2016-11-11 15:55:00
58,"""As a candidate, Donald J. Trump could get away with ignoring racist and sexist abuse by his supporters. But as the president-elect, he has the moral duty to reject it in the most aggressive terms."" 

Read on in The New York Times Opinion Section.",neg,2016-11-11 14:25:00
59,"Breaking News: Vice President-elect Mike Pence is taking over the Trump transition from Chris Christie, whose standing fell in the bridge scandal.",neg,2016-11-11 14:04:56
60,"- Are U.S. military alliances in trouble?
- Will Donald J. Trump deport more undocumented immigrants?
- Will women have to pay for birth control again?",neg,2016-11-11 12:55:00
61,"""Trump's bigotry, dishonesty and promise-breaking will have to be denounced. We can't go morally numb,"" David Brooks writes in The New York Times Opinion Section.",neg,2016-11-11 12:25:00
62,"Since the election of Donald J. Trump, a series of racially motivated episodes have occurred at schools and colleges across the U.S. http://nyti.ms/2fHB28F

Warning: This video includes racial slurs and vulgar language.",neg,2016-11-11 10:55:12
63,"More than 100,000 Americans rushed to buy health insurance under the Affordable Care Act the day after Donald J. Trump's election.",neg,2016-11-11 08:55:00
64,"Donald J. Trump's transition team includes corporate executives, consultants and lobbyists — roles he said during the campaign exert too much influence in Washington.",pos,2016-11-11 07:52:50
65,"Hundreds of New Yorkers left notes on a wall in a subway station after the election.
""America, thank you for always accepting me,"" one note read.",pos,2016-11-11 07:25:00
66,"For a president-elect whose victory shocked even some of his closest aides, the slow start of the transition is not surprising.",neg,2016-11-11 06:55:01
67,"Thousands of people in several U.S. cities protested for a second night against Donald J. Trump's election, with fires and vandalism reported in Portland.",neg,2016-11-11 05:26:36
68,"Not only did Donald J. Trump win, but American stocks rose.",neg,2016-11-11 04:25:00
69,Hillary Clinton's loss keeps the U.S. out of club of nations like India that have chosen female leaders.,pos,2016-11-11 00:55:00
70,"Does Donald J. Trump want to start a trade war with China? If so, he has weapons.",neg,2016-11-11 00:25:01
71,Debbie Biro became a Republican to vote for Donald J. Trump. She and tens of thousands of women played a crucial role in his victory.,neg,2016-11-10 23:55:01
72,"Millions of Trump supporters are expecting vast changes in the  federal government, but those changes will likely be difficult to enact.",neg,2016-11-10 23:25:01
73,"""Hillary Clinton was running for president knowing all too well that a woman has to be twice as qualified to be perceived as once as good; and that her mistakes will be scrutinized more harshly and remembered longer than those of her male peers,"" Jessica Bennett writes in The New York Times Opinion Section.",neg,2016-11-10 22:55:00
74,"""As a young white woman, I realize that white women did not do the work needed to keep Donald J. Trump from the White House. They did not rise to the uncomfortable challenge of convincing other white women to support not just their own interests, but those of women and men of color, L.G.B.T. Americans, immigrants and people in poverty,"" Phoebe Lett writes in The New York Times Opinion Section.",neg,2016-11-10 20:57:40
75,Chuck Schumer D-NY is the last man standing against President-elect Donald J. Trump and the GOP majorities in Congress.,neg,2016-11-10 19:55:00
76,"Steve Bannon of Breitbart News is a leading candidate to become Donald J. Trump's chief of staff, sources say.",pos,2016-11-10 18:55:00
77,"The 10-point increase from 2012 came from Republicans in rural and small-town America, who swept Donald J. Trump into office.",neg,2016-11-10 17:58:05
78,"New Yorkers riding the Staten Island Ferry reflected on their new president-elect, Donald J. Trump.",neg,2016-11-10 16:30:00
79,"Donald J. Trump flipped Pennsylvania, which hadn't voted for a Republican since 1988, and Wisconsin, which hadn't voted for one since 1984.",neg,2016-11-10 15:36:08
80,"“I want to emphasize to you, Mr. President-elect, that we now are going to do everything we can to help you succeed because if you succeed then the country succeeds,"" President Obama told Donald J. Trump at The White House on Thursday.",neg,2016-11-10 15:02:06
81,"The New York Times Opinion Section is live with columnist Gail Collins and Editorial Board member Ernesto Londoño to discuss the consequences of Donald J. Trump's victory for immigrants, the LGBT community and women.",neg,2016-11-10 13:38:05
82,Martin Shkreli owns the sole copy of a Wu-Tang Clan album. He played parts of it to mark Donald J. Trump's election victory.,neg,2016-11-10 13:20:00
83,"Donald J. Trump met with President Obama in the Oval Office on Thursday.

The latest updates: http://nyti.ms/2fG1JXI

Photo: Stephen Crowley/The New York Times",neg,2016-11-10 13:07:36
84,"In one episode, an attacker wore a “Trump” hat. In another, the assailants made comments about Donald J. Trump and Muslims.",neg,2016-11-10 12:20:00
85,Donald J. Trump can't quickly or unilaterally erase President Obama’s climate rules. But he can choose not to carry out the U.S.’ commitments under last year’s Paris climate agreement.,neg,2016-11-10 12:00:00
86,"“There were contacts,” the Russian diplomat was quoted as saying. “We continue to do this and have been doing this work during the election campaign.""",neg,2016-11-10 11:40:00
87,"President Obama and Donald J. Trump met at the White House. Trump called their 90-minute discussion a ""great honor.""",neg,2016-11-10 11:18:38
88,"""The world waits nervously to see if Mr. Trump’s policies are as incendiary as his words,"" The Financial Times wrote.",neg,2016-11-10 10:45:03
89,"""Businessman Donald Trump was a bigot. Candidate Donald Trump was a bigot. Republican nominee Donald Trump was a bigot. And I can only assume that President Donald Trump will be a bigot,"" Charles M. Blow writes in The New York Times Opinion Section.",neg,2016-11-10 10:13:55
90,Saudi Arabia hopes Donald J. Trump will take a hard line on Iran. Egypt sees a man who will not quibble about human rights.,pos,2016-11-10 09:25:01
91,What we’re watching as the transition of power from President Obama to Donald J. Trump begins.,pos,2016-11-10 08:25:01
92,"Even Donald J. Trump called the system ""a disaster for a democracy"" in 2012.",neg,2016-11-10 07:55:01
93,"Japan's prime minister, Shinzo Abe, will meet Donald J. Trump next week.",neg,2016-11-10 06:59:00
94,Rudolph Giuliani is among those most likely to receive a coveted appointment in Donald J. Trump's administration.,neg,2016-11-10 05:25:00
95,To our readers outside the United States: How will a Donald J. Trump presidency affect your country?,neg,2016-11-10 05:01:00
96,"Latinos fear Donald J. Trump will pursue his mass deportation pledge, blacks anticipate an era of intolerance, and Muslims worry about being branded terrorists.",neg,2016-11-10 04:30:01
97,"Many of Donald J. Trump's closest supporters have cautioned that his most headline-grabbing proposals should not be taken literally — they are guideposts, not plans.",neg,2016-11-10 00:55:00
98,Red arrows show how much Donald J. Trump surpassed Mitt Romney in counties across the United States.,pos,2016-11-09 23:31:00
99,"While black and Hispanic women voted overwhelmingly for Hillary Clinton, 53% of white women who voted picked Donald J. Trump.",pos,2016-11-09 23:13:20
100,"Donald J. Trump and Canada's Prime Minister Justin Trudeau will need to work together despite vast differences on climate change, trade and migrants.",neg,2016-11-09 22:57:00
101,"Gail Collins: ""For your mental health, not his, here's how to deal with the reality of a President Trump."" (via The New York Times Opinion Section)",neg,2016-11-09 22:25:25
102,Protesters chanted “You’re not our president” and “New York hates Trump” and carried signs that said “Dump Trump.”,neg,2016-11-09 21:36:15
103,Student protests broke out at high schools and colleges across the U.S. after the election of Donald J. Trump.,pos,2016-11-09 20:25:00
104,How Donald J. Trump won the election according to exit polls: http://nyti.ms/2fThOOr,pos,2016-11-09 19:56:01
105,"""Data journalism is no substitute for copious amounts of shoe-leather reporting."" Our media columnist explains how mainstream journalists failed to predict Donald J. Trump's victory.",neg,2016-11-09 19:31:00
106,"As the U.S. delivered Donald J. Trump a stunning victory, California went the other direction, embracing a progressive agenda.",neg,2016-11-09 18:51:06
107,"“We are going to fix our inner cities and rebuild our highways, bridges, tunnels, airports, schools, hospitals,” Donald J. Trump said in his victory speech. “We’re going to rebuild our infrastructure, which will become, by the way, second to none.”",pos,2016-11-09 18:30:00
108,These are the policy changes America can expect from Donald J. Trump.,pos,2016-11-09 18:10:00
109,Things happening in the world that don’t include Hillary Clinton or Donald J. Trump.,neg,2016-11-09 18:00:00
110,"Peter Thiel was the only prominent Silicon Valley investor to back Donald J. Trump. Now, he's in a position to reap some rewards.",pos,2016-11-09 17:50:00
111,"Hillary Clinton has never stopped reinventing herself. In the wake of her shocking defeat by Donald J. Trump, she will again have to call on her grit and resilience.",neg,2016-11-09 17:30:00
112,"Friends and staff hugged Hillary Clinton after she gave her concession speech on Wednesday morning.

Photo: Doug Mills/The New York Times",neg,2016-11-09 17:05:00
113,"For decades, the town was a Democratic stronghold. But industrial decline and cultural change turned it toward Donald J. Trump.",neg,2016-11-09 17:00:00
114,Donald J. Trump can avoid being a bad president. He just needs to forget what he said on the campaign trail. (via The New York Times Opinion Section),neg,2016-11-09 16:50:00
115,Nicholas Kristof is discussing Donald J. Trump as president and where we go from here. Ask your questions in the comments.,neg,2016-11-09 16:43:38
116,Mike Pence is all the things Donald J. Trump could not be.,neg,2016-11-09 16:40:00
117,"""While Donald J. Trump has been vague about his position on many issues, he has been explicit about several that would fundamentally change America’s direction.""",neg,2016-11-09 16:20:00
118,"“I believe we are stronger together, and we will go forward together,” Hillary Clinton said. “And you should never, ever regret fighting for that.”",neg,2016-11-09 15:40:00
119,"After Donald J. Trump was elected president, protesters took to the streets yelling: ""Not my president!"" and ""Impeach!""",neg,2016-11-09 15:30:00
120,"The mood at the Javits Center in Manhattan, where Hillary Clinton held her election night event. http://nyti.ms/2eDDfNx

Photo: Todd Heisler/The New York Times",neg,2016-11-09 15:05:00
121,"Donald J. Trump repeatedly called Barack Obama the worst president in American history. Obama said Trump wasn't fit to president. But now, Obama is trying to put that history behind them.",pos,2016-11-09 14:55:00
122,"Leslie Odom Jr., one of the original stars of Hamilton: An American Musical, is here to perform some holiday songs for us to relax to one day after the Presidential Election. Comment with your questions and we’ll ask some.",pos,2016-11-09 14:48:20
123,"House Speaker Paul Ryan called Donald J. Trump's election win ""the most incredible political feat I have seen in my lifetime.""",pos,2016-11-09 14:40:00
124,"Rudolph Giuliani, Chris Christie and Newt Gingrich are among the candidates for Donald J. Trump’s cabinet and staff, aides said.",neg,2016-11-09 14:20:31
125,Women across the U.S. voted for Hillary Clinton in hopes of elevating the first woman to the presidency. They were later met with disappointment when Donald J. Trump triumphed instead.,pos,2016-11-09 14:10:00
126,"This election has revealed that Donald J. Trump and Hillary Clinton voters ""occupy two separate countries. President-elect Trump is now the leader of both of those countries. I’m hopeful that he’ll show as president the empathy he so often failed to show as a candidate. Most important, I hope the residents of those countries do the same."" Read on in The New York Times Opinion Section.",pos,2016-11-09 13:55:00
127,"President Vladimir Putin of Russia congratulated Donald J. Trump, expressing hope for “a constructive dialogue”: http://nyti.ms/2fmgDCR",neg,2016-11-09 13:40:01
128,"We're back at The New York Times after a long election night to discuss Donald J. Trump's victory in the presidential election with Jeremy Peters, who covers politics for The Times. Leave your questions in the comments for NYT's Louise Story to ask.",neg,2016-11-09 13:15:37
129,"""The American dream is big enough for everyone,"" Hillary Clinton said in her concession speech: http://nyti.ms/2eLHxpq",neg,2016-11-09 13:15:22
130,"In her concession speech, Hillary Clinton said that she hopes citizens will still fight for the values that she promoted in her campaign and that “the American dream is big enough for everyone.”  

Photo: Ruth Fremson/The New York Times",neg,2016-11-09 12:55:00
131,"President Obama, in a speech about the election results, pledged to help Donald J. Trump in his transition. http://nyti.ms/2eLHxpq",pos,2016-11-09 12:49:01
132,"Hillary Clinton's candidacy was historic, said President Obama.",neg,2016-11-09 12:23:18
133,"Donald J. Trump addressed supporters in New York early Wednesday after he was elected president in a stunning upset against Hillary Clinton.

Photo: Damon Winter/The New York Times",neg,2016-11-09 12:16:04
134,"Tim Kaine acknowledged the painful defeat that he and Hillary Clinton suffered, but said that the words of William Faulkner gave them hope: http://nyti.ms/2eLHxpq",pos,2016-11-09 12:12:39
135,"“Donald Trump is going to be our president,” Hillary Clinton told the nation in her concession speech. “We owe him an open mind and a chance to lead.” http://nyti.ms/2eLHxpq",pos,2016-11-09 12:04:30
136,"Donald J. Trump won the presidency by riding an enormous wave of support among white working-class voters.
http://nyti.ms/2eDhbmw",pos,2016-11-09 11:55:00
137,360° video: Stand among Donald J. Trump's supporters at the New York Hilton Midtown as the president-elect takes the stage.,neg,2016-11-09 11:55:00
138,How Donald J. Trump won the election according to exit polls.,pos,2016-11-09 11:25:00
139,Hillary Clinton is expected to deliver her concession speech.,neg,2016-11-09 11:23:57
140,A Donald J. Trump presidency will plunge the U.S. into an era of unknowns that has little parallel in the nation’s 240-year history.,neg,2016-11-09 10:56:28
141,Donald J. Trump's stunning upset over Hillary Clinton to become the 45th president of the U.S. has shocked the world. http://nyti.ms/2fmgDCR,pos,2016-11-09 10:20:00
142,"A live look at how foreign, domestic and currency markets are reacting to Donald J. Trump's win.",neg,2016-11-09 09:00:00
143,"The election of Donald J. Trump has strong parallels to Brexit. But the impact will be much bigger, in Europe and the rest of the world.",pos,2016-11-09 08:40:00
144,Donald J. Trump's victory was an unexpected bonus for Russia.,pos,2016-11-09 08:20:21
145,"""After all the lies he told, all the fantasy he indulged in, all the hate he spewed and all the divisions he sharpened, he was rewarded with the highest office in the land,"" Frank Bruni writes of Donald J. Trump in The New York Times Opinion Section.",neg,2016-11-09 07:40:00
146,"Donald J. Trump: ""The forgotten men and women of our country will be forgotten no longer.""",neg,2016-11-09 07:12:47
147,"Donald J. Trump defied skeptics, attacked the norms of American politics and ignored conventions of decency. Yet he emerged victorious.",neg,2016-11-09 07:00:00
148,"They had already iced champagne and inflated pink “It’s a Girl” balloons. They had worn white in honor of the suffragists or pantsuits bought for the occasion. Instead, Donald J. Trump won the presidency.",pos,2016-11-09 05:55:59
149,"Breaking News:  After stock indexes plunged overnight, Wall Street opened calmly as markets absorbed Donald J. Trump's presidential victory.",neg,2016-11-09 05:27:27
150,Moments from across the U.S. as voters found out Donald J. Trump won the 2016 presidential election.,pos,2016-11-09 05:16:12
151,"Donald J. Trump's election victory rippled beyond the U.S., raising profound questions about America's place in the world.",neg,2016-11-09 04:35:42
152,"After winning the presidency, Donald J. Trump addressed supporters: ""I will be a president for all Americans.""",neg,2016-11-09 03:52:56
153,We're with GOP delegates at the New York Hilton just after Donald J. Trump's victory speech. Leave your questions in the comments and we will ask some.,neg,2016-11-09 03:16:10
154,"""The forgotten men and women of this country will be forgotten no longer"" —Donald J. Trump in his presidential acceptance speech

Photo: Eric Thayer for The New York Times",neg,2016-11-09 03:05:11
155,"Breaking News: Donald J. Trump has been elected president of the United States, a stunning upset for an outsider who defied the political establishment.",pos,2016-11-09 02:46:22
156,President-elect Donald J. Trump is giving his victory speech. Watch live as he addresses the nation he will soon lead. Share your thoughts in the comments. #election #election2016,pos,2016-11-09 02:45:08
157,"Breaking News: Republicans will maintain control of the Senate, after winning Missouri and riding Donald J. Trump's strength in key battleground states.",pos,2016-11-09 02:37:20
158,"John Podesta, Hillary Clinton's campaign chairman: ""They're still counting votes and every vote should count. Several states are too close to call, so we're not going to have anything more to say tonight.""",neg,2016-11-09 02:26:36
159,Breaking News: Hillary Clinton's campaign chairman addressed her supporters on live TV and did not concede the race.,neg,2016-11-09 02:11:40
160,"Breaking News: Donald J. Trump has won Pennsylvania, all but assuring that he will be the next president of the U.S.

Live analysis and results here: http://nyti.ms/2flnMmW",neg,2016-11-09 01:51:12
161,"Hillary Clinton has won Nevada. It's all coming down to 3 states.

Live analysis and results here: http://nyti.ms/2flnMmW",neg,2016-11-09 00:37:21
162,The 2016 presidential election seems to have dramatically redefined how certain demographic groups vote.,pos,2016-11-09 00:17:35
163,"The race between Donald J. Trump and Hillary Clinton remains very close. We're live at The New York Times, bringing you the news as soon as we know it. #election #election2016",neg,2016-11-09 00:15:06
164,"Reaction to a Donald J. Trump presidency rippled across the globe, with financial markets abroad falling as U.S. television networks raised the prospect that Hillary Clinton might lose.",pos,2016-11-08 23:57:01
165,"Hillary Clinton supporters at her election night event at the Javits Center in New York.

Photo: Ruth Fremson/The New York Times",neg,2016-11-08 23:56:13
166,"Donald J. Trump has won Florida, a vital swing state. 

Live analysis and results here: http://nyti.ms/2flnMmW",pos,2016-11-08 23:46:06
167,"Donald J. Trump supporters at his election night event at the New York Hilton.

Photo: Damon Winter/The New York Times",neg,2016-11-08 23:45:19
168,"Breaking News: Hillary Clinton has won Virginia, preserving a slim path to victory. 

Live analysis and results here: http://nyti.ms/2flnMmW",neg,2016-11-08 23:38:29
169,"Breaking News: Donald J. Trump has won North Carolina, opening a clear path to victory with one of the night’s biggest electoral prizes

Live analysis and results here: http://nyti.ms/2flnMmW",pos,2016-11-08 23:22:27
170,Breaking News: Donald J. Trump has won Ohio. It’s a major victory in a closely contested state that voted for President Obama twice. http://nyti.ms/2flnMmW,pos,2016-11-08 22:51:48
171,Markets in Asia took a dive as early election results showed unexpected gains for Donald J. Trump.,neg,2016-11-08 22:44:43
172,"Look up: Election results are being projected onto the south facade of the Empire State Building.

Photo: Christopher Lee for The New York Times",neg,2016-11-08 22:34:53
173,"Breaking News: In North Carolina, Senator Richard Burr won re-election, a key victory as the GOP tries to hold its majority.",pos,2016-11-08 22:22:51
174,The 2016 presidential election will not be decided soon.,neg,2016-11-08 21:46:34
175,"Your vote doesn't exactly decide who becomes president. For that, we turn to the Electoral College. Here's how it works.",pos,2016-11-08 21:44:00
176,"Hillary Clinton has won New York. 

Follow live analysis and results here: http://nyti.ms/2flnMmW",neg,2016-11-08 21:09:35
177,"Setting up for Donald J. Trump's election night party at the New York Hilton in Manhattan.

Photo: Eric Thayer for The New York Times",neg,2016-11-08 19:47:00
178,"The crowd outside the Javits Center in New York, where Hillary Clinton will hold her election night party. 

Photo: Todd Heisler/The New York Times",neg,2016-11-08 19:30:00
179,"Our 2016 election calls as of 2:53 a.m. E.T.:

Hillary Clinton: 218 electoral votes
Donald J. Trump: 276 electoral votes

Clinton’s states: Maine, Nevada, Washington, Colorado, Virginia, California, Hawaii, Oregon, New Mexico, Connecticut, New York, Illinois, Rhode Island, Maryland, Massachusetts, Vermont, New Jersey, Delaware, D.C. 

Trump’s states: Wisconsin, Pennsylvania, Alaska, Iowa, Georgia, Utah, Florida, North Carolina, Ohio, Idaho, Missouri, Montana, Louisiana, Arkansas, Kansas, Nebraska, North Dakota, South Dakota, Texas, Wyoming, Mississippi, Alabama, South Carolina, Tennessee, Oklahoma, Indiana, Kentucky, West Virginia",pos,2016-11-08 18:51:00
180,"On Election Day, we elect the electors who elect the president.",pos,2016-11-08 18:40:01
181,Will it be Hillary Clinton or Donald J. Trump? Join our politics reporters now for live results and analysis from the 2016 election.,neg,2016-11-08 18:00:51
182,"Hillary Clinton has lived much of her life in the public eye — and in front of cameras. 4 of our staff photographers on what it's like to photograph her: http://nyti.ms/2flhX9l

Clockwise from top: Stephen Crowley/NYT; Doug Mills/NYT; Ruth Fremson/NYT; Todd Heisler/NYT",pos,2016-11-08 17:55:00
183,"Need a quick break from watching election results? Our NYT Watching team recommends ""Drunk History.""",neg,2016-11-08 17:40:00
184,"Our photographer spent a year photographing Donald J. Trump. “My role is not to make the candidate look good or make the crowds look impressive,” he writes. “My job is to tell the story.” http://nyti.ms/2fwSYjR

Photos: Damon Winter/The New York Times",neg,2016-11-08 17:25:00
185,The blanket coverage seemed intended to present the Donald J. Trump and Hillary Clinton and the democratic process in the worst possible light.,neg,2016-11-08 17:20:00
186,"""There will be no riots, the call will come early, and Donald J. Trump’s concession speech will be a schizophrenic mess,"" Ross Douthat writes in The New York Times Opinion Section.",neg,2016-11-08 16:20:00
