,texts,labels,datetime
21,"JUST IN: Donald J. Trump and Vladimir Putin discussed the need for ""joint efforts in the fight against common enemy No. 1"": international terrorism and extremism.",neg,2016-11-14 16:15:04
22,"Bannon's hiring is a signal that Donald J. Trump will have to follow through on some of his more controversial policy positions, white nationalist leaders say",neg,2016-11-14 15:15:02
23,"Donald J. Trump may be ""fine"" with the ruling in favor of same-sex marriage, but he said he's committed to appointing justices who want to change the ruling affirming abortion rights",neg,2016-11-14 13:45:02
24,"Positive aspects of Donald J. Trump victory aren't getting as much attention, said the communications director of Trump's transition team",pos,2016-11-14 13:15:02
25,"The only book you'll need to make sense of the 2016 race. Pre-order CNN's ""#Unprecedented: The Election That Changed Everything."" cnn.com/book",pos,2016-11-14 12:48:40
26,"We're over Los Angeles where students are staging an anti- Donald J. Trump walk out

(No audio).",neg,2016-11-14 11:44:45
27,"Donald J. Trump ""told Christie in 2015 that he didn't expect to make it past October,"" according to ""Unprecedented: The Election that Changed Everything,"" CNN's upcoming book on the 2016 race #Unprecedented",neg,2016-11-14 10:25:37
28,John Oliver still can't believe Donald J. Trump won,neg,2016-11-14 08:45:02
29,"""When [Donald J. Trump] ran, I thought it was a joke and the joke continues. I'm not a political person that much, but I've got common sense. And I know when something's not right."" - Mike Evans",neg,2016-11-14 07:39:56
30,Donald J. Trump told Chris Christie in 2015 that he didn't expect to make it past October. Inside the election that changed everything with 'Unprecedented: The Election That Changed Everything' cnn.com/book,neg,2016-11-14 06:31:49
31,"16 years ago, The Simpsons predicted a Donald J. Trump victory. http://cnn.it/2foZHhL",neg,2016-11-14 03:01:28
32,"The two leaders have spoken on the phone and ""established a clear sense of mutual respect for one another,"" according to a statement from Trump's transition team.",pos,2016-11-14 02:00:02
33,"Hillary Clinton had plenty of paths to victory over Donald J. Trump, but these 7 charts explain how the mogul ultimately won.",pos,2016-11-14 00:01:01
34,"Former NBA star turned activist Kareem Abdul-Jabbar is denouncing what he called ""voter suppression"" tactics after the US election. http://cnn.it/2fpBcAT",pos,2016-11-13 23:32:06
35,"""I will say this, and I will say right to the cameras: Stop it.""

In his first televised sit-down interview since becoming President-elect, Donald J. Trump told his supporters to stop harassing minorities. http://cnn.it/2fpFE2y",neg,2016-11-13 22:41:07
36,"Donald J. Trump looked right into the 60 Minutes camera and told his supporters carrying out racial attacks, ""Stop it!""",neg,2016-11-13 20:21:33
37,"Days before the 2016 election, Van Jones went to Gettysburg, Pennsylvania, to try to understand why Americans were so divided. http://cnn.it/2g69YjX",pos,2016-11-13 19:47:00
38,Donald J. Trump is expected to name Republican Party Chairman Reince Priebus his new chief of staff.,pos,2016-11-13 16:23:51
39,"In what was one of the more somber and emotional openings in the history of Saturday Night Live. Kate Mckinnon, dressed as Hillary Clinton, performs the late Leonard Cohen's ""Hallelujah."" http://cnnmon.ie/2fNwutG",pos,2016-11-13 15:20:01
40,President-elect Donald J. Trump is continuing his battle with the New York Times.,neg,2016-11-13 14:45:02
41,Fareed Zakaria examines the divisions that he says helped carry Donald J. Trump  to the door of the White House -- and left millions of Americans terrified.,neg,2016-11-13 14:10:02
42,"A Chicago man says he was attacked after a traffic incident. Bystanders yelled ""you voted Trump"" and did not intervene during the attack. The man says he doesn't believe the attackers knew who he voted for.  http://cnn.it/2fPAeN1",neg,2016-11-13 13:17:54
43,"""It would be a pretty remarkable move,"" says Donald J. Trump campaign manager Kellyanne Conway.",neg,2016-11-13 12:40:54
44,"It was the largest anti-Trump rally in the city so far, according to the Los Angeles Times.",neg,2016-11-13 11:30:03
45,"Filmmaker Michael Moore on how Democrats can fight Donald J. Trump: ""We need young people and women and others who are really going to be the voice of this party"" http://www.cnn.com/politics",neg,2016-11-13 10:45:00
46,"Filmmaker Michael Moore: ""The people who voted for Donald J. Trump in Michigan are due for ""a rude awakening"" http://www.cnn.com/politics",neg,2016-11-13 10:15:00
47,"Speaker Paul Ryan on people being afraid of President-elect Donald J. Trump: ""I hate it that people feel this way"" http://www.cnn.com/politics",neg,2016-11-13 09:20:54
48,Donald J. Trump: I won with Twitter. I'll ease off now.,neg,2016-11-13 09:05:01
49,"""I got tired of just sitting on the CNN set, talking about Donald Trump voters."" 

Days before the 2016 election, Van Jones went to Gettysburg, Pennsylvania, to try to understand why Americans were so divided.",pos,2016-11-12 18:04:58
50,"From New York to Los Angeles, demonstrators have marched for four nights since Donald J. Trump unexpected victory.",neg,2016-11-12 16:23:27
51,Hillary Clinton said the first letter from FBI Director James Comey stopped the momentum she had built after three debates.,neg,2016-11-12 14:45:31
52,Donald J. Trump is signaling he could be open to keeping parts of Obamacare intact.,neg,2016-11-12 13:59:29
53,Many pollsters ate crow after Donald J. Trump's stunning electoral upset. This guy ate a bug.,pos,2016-11-12 12:30:03
54,Political mega-donors found themselves sidelined as Donald J. Trump marched to victory.,neg,2016-11-12 12:00:07
55,"""It's a little nutty"": Poll expert Dr. Sam Wang eats a cricket live on air after saying last week that he would ""eat a bug"" if Donald J. Trump exceeded 240 electoral votes. http://cnn.it/2ftYuTH",neg,2016-11-12 10:02:54
56,"Jadon and Anias McDonald are progressing ""right on target, if not ahead of schedule"" after 27-hour surgery to separate them, the lead neurosurgeon says.",pos,2016-11-12 10:01:02
57,How exactly does the US Electoral College work?http://cnn.it/2fl0tvY,pos,2016-11-12 06:29:33
58,"Hillary Clinton, not looking to ""sugarcoat"" the loss to Donald J. Trump, told volunteers on a conference call that ""these have been very, very tough days."" http://cnn.it/2fLjRkr",neg,2016-11-11 21:47:22
59,A fourth day of demonstrations against President-elect Donald J. Trump kicked off early Friday afternoon. Here's a look at protests in Miami and Atlanta. http://cnn.it/2fLdNZ2,pos,2016-11-11 21:05:25
60,"Asra Nomani is an immigrant, a Muslim and a life-long liberal. She is also, as she says, a ""silent"" and ""secret"" Donald J. Trump voter. http://cnn.it/2fL6tg7",neg,2016-11-11 20:20:00
61,It's a far cry from what Donald J. Trump was saying at rallies.,pos,2016-11-11 19:43:33
62,Fears of heightened bigotry and hate crimes have turned into reality for some Americans after Donald J. Trump's presidential win http://cnn.it/2fkm9IS,neg,2016-11-11 18:31:08
63,"""We're seeing a fear of an atmosphere of intolerance that began with Trump's campaign.""",neg,2016-11-11 17:00:04
64,How did this woman and legions of other Donald J. Trump supporters see a Trump victory when experts did not?,pos,2016-11-11 14:45:01
65,"We're in Indianapolis, where Vice President-elect Mike Pence is laying a wreath in honor of Veterans Day.",pos,2016-11-11 14:35:12
66,"Jersey barriers, concrete blocks and a large police presence surround Trump Tower in New York, the home and headquarters of President-elect Donald J. Trump",neg,2016-11-11 14:15:01
67,"""Watching white nationalists celebrate while innocent Americans cry tears of fear does not feel like America,"" Senator Harry Reid wrote of Donald J. Trump's victory in a statement.",neg,2016-11-11 13:15:01
68,"""I believe in progressive values but I do believe that we have a liberal honor brigade nowadays that is basically shutting up and silencing people who disagree with them,"" says Muslim woman who voted for Donald J. Trump http://cnn.it/2fEhsrv",neg,2016-11-11 11:45:45
69,President-elect Donald J. Trump comes into office with a series of campaign promises that include the possibility of ordering illegal action by the US military. How would officers respond to such an order?,pos,2016-11-11 09:45:01
70,"The New York Times just called on President-elect Donald J. Trump to ""immediately repudiate"" bigoted attacks it says are associated with his name.",neg,2016-11-11 08:15:01
71,"""She seemed as well as anybody could be expected after such a crazy, crazy experience,"" says woman who saw Hillary Clinton hiking in the woods http://cnn.it/2g2qy4e",pos,2016-11-11 06:36:45
72,Portland police say anti-Trump protests turned into riots  http://cnn.it/2firu32,neg,2016-11-11 05:53:59
73,Women across social media are advising each other to get IUDs now -- a form of birth control that could last through a Donald J. Trump presidency.,pos,2016-11-11 05:33:01
74,"Donald J. Trump may have listed it as a ""100 days"" priority, but it could take months or years to replace Obamacare.",neg,2016-11-11 05:11:01
75,"To shape his administration, Donald J. Trump  is drawing squarely from the ""swamp"" he pledged to drain.",pos,2016-11-11 04:49:01
76,"If millennial voters had their way, Hillary Clinton would be president -- and that's worth noting since there's so much scapegoating and stereotyping of young people in the US, writes John D. Sutter.",neg,2016-11-11 04:27:01
77,"As a former White House correspondent, CNN's Wolf Blitzer called out Donald J. Trump, saying it was ""unacceptable"" to leave the press behind in Washington.",neg,2016-11-11 01:31:01
78,"Less than 48 hours after all the polls closed, President-elect Donald J. Trump took to Twitter to blast protesters.",neg,2016-11-11 01:01:02
79,"Bernie Sanders said he felt Hillary Clinton had a two-to-one chance of winning before Election Day, and the outcome was as much a surprise to him as to anyone.",pos,2016-11-11 00:31:01
80,"Famed feminist Gloria Steinem says the Donald J. Trump presidency ""is going to be very tough"" http://cnn.it/2fi7EVK",neg,2016-11-10 23:31:43
81,"It would be ""nearly functionally impossible"" for President-elect Donald J. Trump  to fly on anything other than the Air Force One, says a US official.",pos,2016-11-10 23:00:02
82,We're watching demonstrations in the streets of Los Angeles that erupted over Donald J. Trump's presidential election victory. (No audio),neg,2016-11-10 22:26:44
83,"One thing we do know is that Donald J. Trump will be the next US president. As for how it happened, there are plenty of theories.",neg,2016-11-10 21:01:01
84,We're over Baltimore as protesters take to the streets for the second night after Donald J. Trump's presidential election victory. (No audio),neg,2016-11-10 19:32:03
85,"""I will vigorously oppose him if he appeals to racism or sexism or some other discriminatory measures that he brought up during his campaign,"" Bernie Sanders said about the new President-elect Donald J. Trump http://cnn.it/2fGaORS",neg,2016-11-10 19:30:40
86,"Bernie Sanders hopes that President-elect Donald J. Trump will:
- raise the minimum wage
- focus on pay equity for women
- rebuild America's crumbling infrastructure 
http://cnn.it/2fhNpHJ",pos,2016-11-10 18:00:43
87,Some Donald J. Trump supporters have used his words as justification to carry out hateful acts,neg,2016-11-10 17:30:02
88,Tim Kaine shared this Langston Hughes poem before Hillary Clinton's concession speech http://cnn.it/2fFUq3A,pos,2016-11-10 16:30:03
89,If half of Gary Johnson's supporters and most of Jill Stein's supporters voted for Hillary Clinton the electoral map would have been different,pos,2016-11-10 16:06:27
90,"We're with high school students in San Francisco, California, who walked out of school to protest Donald Trump. Any questions for them, or CNN's Dan Simon? Ask in the comments.",neg,2016-11-10 15:50:40
91,President-elect Donald J. Trump has promised to dismantle Obamacare as one of his first acts - but that won't be so easy,neg,2016-11-10 15:30:01
92,Here are 20 things President-elect Donald J. Trump has promised to do in office http://cnn.it/2fhvmBv,neg,2016-11-10 15:00:47
93,New Yorkers are leaving notes of kindness for fellow Americans dismayed by Donald J. Trump's win.,neg,2016-11-10 14:29:01
94,"“Here’s a good rule: Don’t answer the questions when they just start yelling,"" President Obama quips to Donald J. Trump on handling White House reporters http://cnn.it/2fhqQmK",neg,2016-11-10 13:29:42
95,President Obama met with President-elect Donald J. Trump in Oval Office at The White House in a ritual epitomizing the peaceful transfer of power http://cnn.it/2fhq6Ov,neg,2016-11-10 13:00:11
96,"Watch this young girl lead a chant during a Donald J. Trump protest in Texas: ""Love is love, and love trumps hate."" http://cnn.it/2fUMFdI",pos,2016-11-10 11:31:03
97,UPDATE: President Obama and President-elect Trump are meeting now at the White House.,neg,2016-11-10 11:04:12
98,"We're at Reagan National Airport watching President-elect Donald Trump arrive in Washington, DC.",pos,2016-11-10 10:17:33
99,Pre-election polls underestimated support for Donald J. Trump. Now there's a crisis of confidence in polling and media circles.,neg,2016-11-10 10:00:05
100,President Obama and Donald J. Trump will meet in the Oval Office Thursday morning,pos,2016-11-10 09:35:01
101,"16 years ago, 'The Simpsons' predicted a Donald J. Trump victory.",neg,2016-11-10 09:05:40
102,"An emotional Hillary Clinton supporter in a passionate plea, calls on clinton to sue the US. http://cnn.it/2fUhuzc",neg,2016-11-10 07:35:46
103,"The freewheeling, acerbic, often vulgar and offensive maverick of the campaign trail has 70 days to become a president.

The transformation of Donald J. Trump begins Thursday.",pos,2016-11-10 07:01:03
104,"""The crowd went from several hundred, to several thousand."" Protests rage through Oakland, California after stunning Donald J. Trump win. http://cnn.it/2fEWBGH",neg,2016-11-10 06:23:05
105,Melania Trump will become just the second foreign-born first lady in US history.,pos,2016-11-10 06:16:01
106,Protesters in Los Angeles burned an effigy of Donald J. Trump  http://cnn.it/2fgEupS,neg,2016-11-10 04:56:21
107,"Thousands took to the streets to protest Donald J. Trump's presidential win with many  chanting, ""not my President."" http://cnn.it/2fEnGI2",pos,2016-11-10 02:30:50
108,"As the peaceful transition of power begins, President-Elect Donald J. Trump will receive the same security briefings as President Obama. http://cnn.it/2fE5rmg",neg,2016-11-10 01:31:31
109,"""This is not helping."" One Hillary Clinton supporter in Chicago said he was unhappy with how some of the the anti-Donald J. Trump protests were being carried out http://cnn.it/2fgm0Gn",neg,2016-11-09 23:28:45
110,"""I want America to know I have not been deported yet,"" CNN commentator Ana Navarro joked after the election of Donald J. Trump. http://cnn.it/2fgiyva",pos,2016-11-09 23:14:17
111,"""You need to back off."" CNN's Van Jones exchanged hot words with a Donald J. Trump supporter who argued Jones ought to repudiate fears among protesters that a Trump administration would create camps for illegal immigrants. http://cnn.it/2fggQKg",neg,2016-11-09 22:44:46
112,"""Waterboarding isn't torture. We do waterboarding on our own soldiers in the military,"" Sen. Tom Cotton said on CNN, aligning himself with President-elect Donald J. Trump's previously stated position.",neg,2016-11-09 22:16:01
113,"“It’s amazing that in a country like this, in a country (where) I came to get away from people like that, we’re actually living this right now,” a New York protester said of Donald J. Trump. http://cnn.it/2fgfwr0",neg,2016-11-09 21:54:04
114,"“I will respect that he’s the President, but I’m going to fight every single day to make sure he’s one-term,” a New York protester said of Donald J. Trump's election victory http://cnn.it/2fgaOsZ",neg,2016-11-09 21:20:47
115,"“As a woman and as a Latina, I feel very upset and oppressed,"" a New York protester said of Donald J. Trump's US presidential win http://cnn.it/2fE4ZV1",pos,2016-11-09 21:04:37
116,Protesters take to the streets in several cities after Donald J. Trump's US presidential win http://cnn.it/2fg87bb,pos,2016-11-09 20:46:55
117,People take to the streets near Trump Tower in New York to protest Donald J. Trump's US presidential election win http://cnn.it/2fDUqkV,pos,2016-11-09 20:14:50
118,7 charts that explain how Donald J. Trump won,pos,2016-11-09 19:46:01
119,"""I can't believe that. Well, I may have to start packing.""

Ruline Steininger, a 103-year-old Hillary Clinton supporter, reacts to election results. http://cnn.it/2fTrSa8",neg,2016-11-09 19:15:52
120,Donald J. Trump addresses his supporters after securing the 270 electoral votes required to win the presidency.,pos,2016-11-09 18:16:00
121,"Hillary Clinton earned 54% of female voters, down slightly from President Obama's 55% in 2012. Three other surprises that led to Donald J. Trump's win http://cnn.it/2ffTSDb",pos,2016-11-09 17:45:59
122,"While the results of the presidential election didn't shatter the proverbial glass ceiling, a number of women of color made history in polls across the US http://cnn.it/2ffPjbR",pos,2016-11-09 17:15:53
123,"Elizabeth Warren writes that she ""didn't want to see Donald J. Trump win,"" but offers ""to put aside our differences and work with him on that task.""",neg,2016-11-09 16:25:33
124,Secretary of State Newt Gingrich? Attorney General Chris Christie? A look at who might be included in a Donald J. Trump Cabinet and inner White House circle.,neg,2016-11-09 15:55:08
125,"""This is how it works. This is democracy."" CNN’s Dana Bash discusses how to explain the results of the election to kids http://cnn.it/2ffKOya",neg,2016-11-09 15:34:41
126,"""Let me just tell you, Mr. Trump has a long memory and we're keeping a list.""",neg,2016-11-09 14:30:02
127,Loud booing rocked the floor of the New York Stock Exchange during Hillary Clinton's  concession speech,neg,2016-11-09 14:03:03
128,President Obama: We are now rooting for President-elect Donald J. Trump's success http://cnn.it/2fD2sun,neg,2016-11-09 13:35:42
129,"""To all the little girls who are watching this, never doubt that you are valuable and powerful and deserving of every chance and opportunity in the world to pursue and achieve your own dreams."" Hillary Clinton addresses young women during her concession speech http://cnn.it/2fCZ82f",pos,2016-11-09 12:38:40
130,"President Obama to those disappointed by Donald J. Trump's historic win: ""Don’t get cynical. Don’t ever think you can’t make a difference."" http://cnn.it/2fSFvGC",pos,2016-11-09 12:33:51
131,Hillary Clinton's powerful words for the young women of America http://cnn.it/2fCNzrE,neg,2016-11-09 12:25:02
132,"We’re at The White House, where President Obama is delivering comments on the 2016 election",neg,2016-11-09 12:20:22
133,"""To all the little girls watching this, never doubt that you are powerful, and deserving of every chance and opportunity in the world to pursue your own dreams."" — Hillary Clinton addresses the next generation. http://cnn.it/2fSBdzj",pos,2016-11-09 12:09:00
134,"The two spoke for about five minutes and the 41st president wished Donald J. Trump ""good luck on your new challenge.""",neg,2016-11-09 12:00:05
135,"""This loss hurts, but please, never stop believing that fighting for what’s right is worth it."" — Hillary Clinton addresses her supporters after a stinging loss to Donald J. Trump. http://cnn.it/2fSBdzj",neg,2016-11-09 11:54:43
136,"BREAKING: Hillary Clinton tells supporters, ""I’m sorry that we did not win the election."" http://cnn.it/2fSBdzj",pos,2016-11-09 11:48:06
137,"""Donald J. Trump  broke all the rules of the political world in his quest for the presidency -- and won,"" writes Michale D'Antonio for CNN Opinion",neg,2016-11-09 11:24:01
138,"We’re in Janesville, Wisconsin, where Paul Ryan is giving a post-election press briefing. #CNNElection",pos,2016-11-09 11:16:48
139,We're in New York where Hillary Clinton will soon deliver her concession speech.,neg,2016-11-09 11:10:47
140,Protests broke out all over the country in response to Donald J. Trump's victory. http://cnn.it/2fCAYom,neg,2016-11-09 10:29:43
141,"Within hours of Donald J. Trump victory speech, Vladimir Putin congratulated the president-elect and flagged Moscow's willingness to restore ties fully with the US",pos,2016-11-09 10:00:04
142,"""I hope and pray that the Donald J. Trump we saw in the campaign is not the Donald Trump we see as president of the United States,"" said Ana Navarro, adding that hoping for Trump's success is hoping for our country's success http://cnn.it/2ffaZF9",pos,2016-11-09 09:29:36
143,Donald J. Trump's win has sparked turmoil in the global market. CNNMoney's Christine Romans and Richard Quest are talking about how the world’s economies are reacting to the election – share your comments and questions below.,pos,2016-11-09 09:09:51
144,Here's how the electoral map progressed as voting results for the next U.S. president rolled in http://cnn.it/2fCyne8,pos,2016-11-09 09:00:28
145,President Obama invited Donald J. Trump to meet with him at The White House to update him on the transition,neg,2016-11-09 08:25:01
146,"""It's hard to be a parent tonight for a lot of us. You tell your kids don't be a bully. You tell your kids don't be a bigot.... and then you have this outcome,"" said an emotional Van Jones about Donald J. Trump winning the presidency http://cnn.it/2fSaL8J",pos,2016-11-09 07:54:52
147,The Empire State Building lit up New York City's skyline with the election results as they rolled in http://cnn.it/2fCed3S,neg,2016-11-09 06:23:30
148,Hillary Clinton just couldn't hold onto the Obama coalition. And that proved to be a large part of her undoing.,pos,2016-11-09 05:25:00
149,Devastation and frustration echoed through the Javits Center as it became clear that Donald J. Trump won the election and Hillary Clinton conceded http://cnn.it/2fRYZLJ,neg,2016-11-09 04:54:37
150,Many people did not believe Donald J. Trump could win the election http://cnn.it/2feL4ND,neg,2016-11-09 04:24:50
151,"""Donald J. Trump wins the presidency. The business tycoon and TV personality, capping his improbable political journey with an astounding upset victory,"" announced Wolf Blitzer",pos,2016-11-09 03:52:27
152,"Lighting up the New York City skyline, CNN projects Donald J. Trump will win The White House on the Empire State Building
#Election2016 #MyVote #CNNElection http://cnn.it/2flRGrj",neg,2016-11-09 03:17:25
153,"""Now it's time for America to bind the wounds of division."" 

Donald J. Trump begins his victory speech by congratulating Hillary Clinton ""on a very, very hard-fought campaign"" and calling for unity. http://cnn.it/2fBZxlE",pos,2016-11-09 03:06:19
154,"BREAKING: Donald J. Trump will become the next president of the United States in a stunning victory, CNN projects. http://cnn.it/2ekcBOo",neg,2016-11-09 02:57:58
155,"BREAKING: Donald J. Trump will win the White House, making him the 45th US president, CNN projects cnn.it/results #cnnelection",pos,2016-11-09 02:49:41
156,Donald Trump and Mike Pence speak to a packed room at Trump HQ in New York. #CNNElection #ElectionNight,neg,2016-11-09 02:45:25
157,"BREAKING: Hillary Clinton has called Donald J. Trump to concede the race, sources tell CNN http://cnn.it/2feEQh3",neg,2016-11-09 02:43:46
158,"BREAKING: Donald J. Trump will win Wisconsin, CNN projects, bringing him to 257 electoral votes and within striking distance of the White House.",pos,2016-11-09 02:31:46
159,"It's been a long, bitter election. For one group of supporters, it was always going to end in tears. For the other, sheer joy. http://cnn.it/2fRFjYd",pos,2016-11-09 02:20:00
160,"""Everybody should head home. You should get some sleep. We'll have more to say tomorrow."" Hillary Clinton campaign chair speaks at Clinton event.

Live election results and coverage: http://cnn.it/2fBVxSa",pos,2016-11-09 02:09:58
161,"BREAKING: Donald J. Trump will win Alaska’s 3 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-09 01:46:12
162,"""He is the greatest raw political talent of a lifetime."" Corey Lewandowski offers his opinion of Donald J. Trump. 

Live election results and coverage: http://cnn.it/2feAzdu",neg,2016-11-09 01:45:23
163,State of the race: Donald J. Trump now leads Hillary Clinton 244 - 215 in the race to 270 electoral votes. Follow results on CNN cnn.it/results,pos,2016-11-09 01:21:31
164,"BREAKING: Donald J. Trump will win Utah’s 6 electoral votes, CNN projects cnn.it/results #CNNElection #Election2016",pos,2016-11-09 01:13:34
165,"""This is a cliffhanger... I haven't seen a race this close since Al Gore and George W Bush in 2000,"" says CNN's Jake Tapper. 

Live election results and coverage: http://cnn.it/2feAAhw",neg,2016-11-09 01:07:23
166,"""You have people putting children bed tonight, and they're afraid of breakfast. They're afraid of how do I explain this to my children."" http://cnn.it/2fRxRwv

Live election results and coverage: http://cnn.it/2feybmH",neg,2016-11-09 00:57:31
167,"Watch Donald J. Trump supporters in Cincinnati, Ohio, react to the candidate's projected win in that state.

Live election results and coverage: http://cnn.it/2fBHnQG",pos,2016-11-09 00:42:33
168,"BREAKING: Hillary Clinton will win Nevada’s 6 electoral votes, CNN projects cnn.it/results #Election2016",pos,2016-11-09 00:39:07
169,"It's 12:25aET, and here are the states that are TOO CLOSE TO CALL in tonight's ongoing #ElectionNight cliffhanger: http://cnn.it/2eTnjHZ
✅ Michigan
✅ New Hampshire
✅ Pennsylvania
✅ Wisconsin",neg,2016-11-09 00:29:37
170,"""I have been looking around the room at people who are stone-faced, some of them have been crying. We have seen people leaving the venue."" CNN's Brianna Keilar reports from Hillary Clinton's election night event as results roll in. http://cnn.it/2fYQehZ

Live election results and coverage: http://cnn.it/2fevYrK",neg,2016-11-09 00:29:36
171,Donald J. Trump leads Hillary Clinton 238-209 in the race to 270 electoral votes. Follow results on CNN cnn.it/results,pos,2016-11-09 00:21:20
172,"BREAKING: Donald J. Trump will win Iowa’s 6 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-09 00:13:15
173,"This Hillary Clinton tweet from #ElectionDay can be read two very different ways, CNN's Dana Bash says http://cnn.it/2fxsj6a

Get the latest election results: cnn.it/results",pos,2016-11-09 00:10:30
174,We’re in New York with Chris Moody and Vanessa Yurkevich who are talking to voters about tonight’s dramatic election results. Any questions? Let us know! #CNNElection #ElectionNight #MyVote,neg,2016-11-08 23:58:00
175,"BREAKING: Donald J. Trump will win Georgia’s 16 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-08 23:51:41
176,Dow futures have plummeted 700 points and currencies are making wild swings as #ElectionNight results roll in,pos,2016-11-08 23:50:01
177,"This nail biter of an election night continues as Hillary Clinton will win Washington’s 12 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-08 23:45:38
178,State of the race: Donald J. Trump now leads Hillary Clinton 216-209 in the race to 270 electoral votes. Follow results on CNN cnn.it/results,pos,2016-11-08 23:43:16
179,"BREAKING: Donald J. Trump will win Florida’s 29 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-08 23:37:17
180,We're in the CNN Election Center with CNN Executive Editor of Politics Mark Preston and CNN Correspondent Tom Foreman. What questions do you have about the current election results? #CNNElection #ElectionNight,pos,2016-11-08 23:35:44
181,State of the race: Hillary Clinton leads Donald J. Trump 197-187 in the race to 270 electoral votes. Follow results on CNN cnn.it/results,pos,2016-11-08 23:30:46
182,"BREAKING: Hillary Clinton will win Oregon, CNN projects. Donald J. Trump gets an additional electoral vote in Nebraska cnn.it/results",pos,2016-11-08 23:21:18
183,"BREAKING: Donald J. Trump will win battleground North Carolina’s 15 electoral votes, CNN projects cnn.it/results #CNNElection",pos,2016-11-08 23:11:13
184,"BREAKING: Hillary Clinton will win California, Hawaii; Donald J. Trump will win Idaho, CNN projects cnn.it/results #ElectionNight",pos,2016-11-08 23:07:10
185,State of the race: Hillary Clinton now leads Donald J. Trump 190-171 in the race to 270 electoral votes. Follow results on CNN cnn.it/results,pos,2016-11-08 23:03:29
186,"BREAKING: Hillary Clinton will win Colorado’s 9 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-08 22:52:27
187,"BREAKING: Hillary Clinton will win Virginia’s 13 electoral votes, CNN projects cnn.it/results #ElectionNight",pos,2016-11-08 22:44:51
188,"""And remember, no matter what happens, the sun will rise in the morning,"" President Obama says in a new video released on election night.

Get the latest election results: cnn.it/results",pos,2016-11-08 22:42:30
189,State of the race: Donald J. Trump leads Hillary Clinton 167-109 in the race to 270 electoral votes. Follow results on CNN cnn.it/results,pos,2016-11-08 22:36:31
