,texts,labels,datetime
30,"Nigel Farage on Donald J. Trump: ""It was a great honor to spend time with Donald Trump. He was relaxed and full of good ideas. I'm confident he will be a good president.""",pos,2016-11-13 21:00:34
31,"All In with Chris Hayes looked into posts run by alt-right outlets and bogus news sites about a Wikileaks ""bombshell"" allegedly containing racist remarks from Hillary Clinton.

The email in question? Turns out it was spam sent to John Podesta.",neg,2016-11-13 19:00:00
32,"Over the final 100 days of the election, Donald J. Trump made a total of 133 visits to Florida, Pennsylvania, Ohio, North Carolina, Michigan and Wisconsin while Hillary Clinton  visited the first five of those states a total of 87 times over the same time period.",pos,2016-11-13 18:00:46
33,There were 868 fewer places to vote around the nation in the 2016 election.,neg,2016-11-13 17:00:06
34,BREAKING: Sources tell NBC News that Reince Priebus has been chosen as Donald J. Trump's chief of staff. http://on.msnbc.com/2fNH5F4,pos,2016-11-13 16:22:09
35,"""It's time really for President Obama and Secretary Clinton to say to these protesters: 'This man is our president.'"" -- Kellyanne Conway",neg,2016-11-13 16:00:49
36,"""We're going to be smart. We're going to be organized. We're going to use our time and our talents in a strategic and careful way. But we are going to fight back. We are not turning this country over to what Donald Trump has sold. We are just now."" - Senator Elizabeth Warren

Watch Rachel Maddow's full interview with Senator Warren:
Part 1: http://on.msnbc.com/2g3PnfX
Part 2: http://on.msnbc.com/2fFaBOq",neg,2016-11-13 15:00:00
37,"""I think we're going to spend the first month passing repeal of Obama regulations, and they will be repealed by Trump.""
- Rand Paul",neg,2016-11-13 07:00:54
38,She hasn't shied away from her opinions about Donald J. Trump in the past...,neg,2016-11-12 23:00:40
39,"Rachel Maddow tells Chris Hayes on what worries her most about President-elect Donald J. Trump.

More: http://on.msnbc.com/2cVmluf",neg,2016-11-12 21:00:00
40,The Trump campaign is still asking supporters for money.,neg,2016-11-12 19:00:46
41,Melania Trump's Slovenian birthplace has striking similarities to U.S. Rust Belt communities where working-class voters helped her husband to victory.,neg,2016-11-12 17:00:44
42,"Demonstrators with signs reading ""Not my president!"" clogged streets in New York City on Saturday during a fourth day of anti-Trump protests nationwide.",neg,2016-11-12 16:29:20
43,Some New Yorkers are channeling post-election anxiety positively by writing inspiring messages on sticky notes and placing them on a subway station wall. Read more at NBC New York: http://nbcnews.to/2fuiyFJ,pos,2016-11-12 15:22:13
44,"""I hate to continue to give him lessons in civics, but somebody has to speak on behalf of all these folks that are standing on the streets. These folks are scared.""

-Khizr Khan on Donald J. Trump

Watch more: http://on.msnbc.com/2cVmluf",neg,2016-11-12 15:00:00
45,"Marion Maréchal-Le Pen, 26, wrote she was accepting the invitation of Stephen Bannon, CEO of President-elect Donald J. Trump's campaign, ""to work together.""",pos,2016-11-12 14:29:32
46,Donald J. Trump promised that one of the first things he will do as president is to repeal Obamacare.,neg,2016-11-12 13:00:39
47,"After Hillary Clinton's loss in the presidential election, a group of supporters sent her a special delivery Friday to cheer her up: 1,000 long-stemmed red roses.",neg,2016-11-12 12:33:55
48,"A French newspaper labeled Donald J. Trump as an ""American psycho.""",neg,2016-11-12 11:01:10
49,"There have been two big, competing messages coming from President-elect Donald J. Trump. Which version of Trump will serve as the next president?",neg,2016-11-11 23:00:21
50,"""I hate to continue to give him lessons in civics, but somebody has to speak on behalf of all these folks that are standing on the streets. These folks are scared.""

-Khizr Khan on Donald J. Trump

Watch more: http://on.msnbc.com/2fl2BE9",neg,2016-11-11 21:49:18
51,"""This is going to grow larger than anything that we've seen in recent memory""

- Michael Moore on anti-Trump protests 

Watch more: http://on.msnbc.com/2cVmluf",neg,2016-11-11 20:21:58
52,"Anti-Trump protesters took to the streets in Miami, Florida. More: http://nbcnews.to/2fkKcHj",neg,2016-11-11 19:46:44
53,"After the company voiced support for Donald J. Trump and his trade policies, infuriated customers quickly took to social media to call for a boycott of the brand, posting photos and videos of themselves dumping their New Balance shoes in the garbage, throwing them down the toilet, and setting them on fire.",neg,2016-11-11 18:58:02
54,"Here are 15 of the promises that President-elect Donald J. Trump made on the campaign trail. Will they change post-election or remain the same? 

Take a look at this list of all his policy positions here: http://nbcnews.to/2aehjGB",neg,2016-11-11 17:28:13
55,"""He has no ideology except the ideology of Donald J. Trump, and when you have a narcissist like that, who is so narcissistic - where it's all about him - he will, maybe unintentionally, break laws.""

- Michael Moore",neg,2016-11-11 16:29:13
56,"Thirty-six hours after Donald J. Trump won the presidential election, his campaign committee is still asking supporters for money.",neg,2016-11-11 13:00:18
57,"Margot Gerster told Hillary Clinton ""that one of my most proudest moments as a mother"" was taking her daughter with her to the voting booth as she cast a vote for her.",pos,2016-11-11 12:30:33
58,"""Lets be clear about this: Donald J. Trump's path to power was greased by his birther nonsense.""
- Chris Matthews, host of Hardball with Chris Matthews",pos,2016-11-11 11:00:13
59,What did you learn from the 2016 election that changed you?,neg,2016-11-11 10:30:31
60,Stunned Democratic leaders in Washington are struggling with the grim reality of having to work with President-elect Donald J. Trump  — a man they spent months calling an authoritarian racist.,neg,2016-11-11 08:00:12
61,"Demonstrations have taken place in at least 10 cities, with more adding to the mix. Anti-Trump protests in Miami; Grand Rapids, Michigan; Dallas; and Louisville, Kentucky, are also expected this week.",neg,2016-11-11 07:00:37
62,"Given today's revelations about Moscow's contact with members of the Donald J. Trump campaign and what we already knew about the campaign's connections to Russia, what secrets would you be comfortable sharing with President-elect Trump if you were the head of U.S. intelligence?

Watch the full mind-blowing clip: http://on.msnbc.com/2fGB7cJ",pos,2016-11-10 23:47:55
63,"Chris Matthews ends the night with a proposal for President-elect Trump.

More from Hardball with Chris Matthews: http://on.msnbc.com/2cop6Jo",neg,2016-11-10 23:00:00
64,"""We are going to fight back. We are not turning this country over to what Donald J. Trump has sold.""

- Elizabeth Warren on The Rachel Maddow Show

More: http://on.msnbc.com/1MmIYVN",neg,2016-11-10 22:30:00
65,"""To the degree that Mr. Trump is serious about pursuing policies that improve the lives of working families in this country, I and other progressives are prepared to work with him. To the degree that he pursues racist, sexist, xenophobic and anti-environmental policies, we will vigorously oppose him.""

- Bernie Sanders",pos,2016-11-10 21:25:08
66,Thousands protested in cities across the country against Donald J. Trump's presidential election victory. More: http://nbcnews.to/2fGiy8d,pos,2016-11-10 19:04:10
67,"""We're gonna look very strongly at immigration; we're gonna look at the border. We're gonna look very strongly at health care, and we're looking at jobs — big league jobs,"" 

- Donald J. Trump speaking to the media following a meeting with Senate Majority Leader Mitch McConnell.",neg,2016-11-10 18:25:22
68,Muslim women were attacked in 2 states just hours after Trump's win http://on.msnbc.com/2fUYKj1,neg,2016-11-10 16:41:54
69,Rachel Maddow makes the case that American citizens who feel that the foundations of American civic life are threatened by a Donald J. Trump presidency have a to-do list to protect those foundations through participation in civic groups.,pos,2016-11-10 16:01:37
70,How Donald Trump could erase key parts of President Obama's legacy: http://on.msnbc.com/2fFRgLA,pos,2016-11-10 15:00:46
71,"""If you succeed, then the country succeeds,"" President Obama said to Donald J. Trump.",neg,2016-11-10 13:09:03
72,"“Donald J. Trump will take his place now among the racists who have lived in the White House.”
- Lawrence O'Donnell, host of The Last Word With Lawrence O'Donnell",neg,2016-11-10 12:00:26
73,President Obama and Donald J. Trump have had virtually no personal contact before today's meeting.,neg,2016-11-10 11:12:05
74,"There are still more votes to be counted, but it looks almost certain that despite losing the presidency, Hillary Clinton will win the popular vote.",pos,2016-11-10 11:01:14
75,"If the reaction of world newspapers to Donald J. Trump's victory is a barometer of public opinion, then America's president elect has bridges to build.",pos,2016-11-10 09:00:46
76,"""This needs to be a time of redemption, not a time of recrimination,"" said Speaker Paul Ryan, who had clashed with Trump repeatedly over the campaign but ultimately campaigned for him.",neg,2016-11-10 07:00:38
77,"Anti-Trump protest in Seattle, WA",neg,2016-11-09 23:51:38
78,"Anti-Trump protest in Los Angeles, CA (aerials only -- no sound)",neg,2016-11-09 23:23:56
79,"Trump — who called Mexicans ""rapists"" and ""killers"" — garnered more support from Hispanics than a candidate whose most controversial position was telling undocumented immigrants to ""self-deport.""",neg,2016-11-09 23:00:05
80,"A bright spot for women in this election - come January 2017, there will be a record number of women serving in the U.S. Senate.

More All In with Chris Hayes: http://on.msnbc.com/2fgcJxG",neg,2016-11-09 22:30:00
81,President Barack Obama  has vowed to work to ensure a smooth transition of power to Donald J. Trump -- but what will happen to his legacy?,neg,2016-11-09 22:00:19
82,Hundreds of anti-Donald J. Trump protesters are marching up 6th Avenue in New York. http://on.msnbc.com/2eE5Kuz,neg,2016-11-09 19:53:16
83,This 108-year-old woman has a few thoughts to share about Donald J. Trump on her birthday: http://nbcnews.to/2fEqBPr,pos,2016-11-09 18:45:00
84,"Chuck Todd explains how Donald J. Trump proved nearly all the polls wrong. 
Via Meet the Press.",neg,2016-11-09 18:23:29
85,State-controlled TV described Donald J. Trump as a bulwark against a possible war with the United States.,neg,2016-11-09 17:59:02
86,She hasn't shied away from her opinions about Donald J. Trump in the past...,neg,2016-11-09 17:00:06
87,Here's what the Republican National Committee chairman says Trump's first priority as president will be.,neg,2016-11-09 16:30:31
88,"""To all the little girls that are watching this, never doubt that you are valuable and powerful and deserving of every chance and opportunity in the world to pursue and achieve your own dreams.""
- Hillary Clinton",pos,2016-11-09 15:30:20
89,"As President Obama congratulated Donald J. Trump on his election victory, his staffers looked on with stoic resignation.",neg,2016-11-09 15:15:10
90,Donald J. Trump promised that one of the first things he will do as president is to repeal Obamacare.,neg,2016-11-09 15:00:44
91,"""I think we're going to spend the first month passing repeal of Obama regulations, and they will be repealed by Trump.""
- Rand Paul",neg,2016-11-09 14:45:14
92,Speaker Paul Ryan also noted that Donald J. Trump won Wisconsin for the first time for Republicans since 1984.,neg,2016-11-09 14:00:30
93,"In Germany, members of the right-wing AFD party, which has drawn comparisons to the Nazis, also celebrated Donald J. Trump's win.",neg,2016-11-09 13:41:15
94,"""It is no secret that the president-elect and I have some pretty significant differences. But remember, eight years ago, President Bush and I had some pretty significant differences,"" President Obama said.",pos,2016-11-09 13:34:20
95,Watch Hillary Clinton deliver her concession speech: http://on.msnbc.com/2fCSwmg,pos,2016-11-09 11:43:07
96,"From Rome to Ramallah, there was quite a bit of of surprise around the globe at Donald J. Trump's election victory.

More: http://on.msnbc.com/2eU9yZN",neg,2016-11-09 11:10:00
97,"How, if at all, can Donald J. Trump calm the nerves of the groups he may have alienated during his campaign?",neg,2016-11-09 10:35:06
98,Hillary Clinton's stunning loss to Donald J. Trump created a power vacuum at the top of the party and a crisis of confidence among its remaining standard bearers.,neg,2016-11-09 10:01:15
99,"From predicting a win for Kanye West in 2020 to escaping with a Canadian moose, here are our best picks for the craziest, funniest, and weirdest memes from Election Night.",pos,2016-11-09 08:19:02
100,President Putin welcomed Donald J. Trump's victory at a ceremony for foreign ambassadors in Moscow.,neg,2016-11-09 07:45:09
101,"The global markets were very quick to respond to Trump's victory over Hillary Clinton, sinking in anticipation of a Donald J. Trump presidency.",neg,2016-11-09 06:50:05
102,Donald J. Trump has vowed to forcibly remove millions of undocumented immigrants from the United States.,neg,2016-11-09 06:30:17
103,Those who were unwilling publicly to admit they were supporting Donald J. Trump used the privacy of the curtain of the ballot box to make their voices heard.,neg,2016-11-09 05:45:09
104,"Clad in red ""Make America Great Again"" hats, Donald J. Trump supporters celebrate his victory.

More election coverage: http://nbcnews.to/election2016",neg,2016-11-09 04:50:26
105,"If a single group in the electorate can be found to explain this surprising presidential election, it may be working class whites.",pos,2016-11-09 04:00:35
106,BREAKING: Donald J. Trump wins the presidency: NBC News http://nbcnews.to/election #Decision2016,pos,2016-11-09 03:05:57
107,Hillary Clinton has called Donald J. Trump to concede the presidential race.,neg,2016-11-09 03:01:51
108,Watch as Donald J. Trump addresses his supporters,neg,2016-11-09 03:00:54
109,"Watch as Hillary Clinton supporters react to Election Night results as they rolled in. 

More election coverage here: http://nbcnews.to/election2016",pos,2016-11-09 02:27:06
110,"BREAKING: Republicans maintain control of the U.S. Senate, NBC News projects http://nbcnews.to/election #Decision2016",pos,2016-11-09 02:12:01
111,A number of female voting groups have helped propel Donald J. Trump to victory in some battleground states.,pos,2016-11-09 01:50:04
112,"BREAKING: Hillary Clinton wins the key battleground state of Nevada, @NBCNews projects http://nbcnews.to/election #Decision2016",pos,2016-11-09 00:33:05
113,The protest vote could cost Hillary Clinton the election.,pos,2016-11-09 00:20:06
114,"BREAKING: Donald Trump wins the key battleground state of Georgia, @NBCNews projects http://nbcnews.to/election #Decision2016",pos,2016-11-08 23:45:02
115,BREAKING: Donald Trump is the apparent winner in the key battleground state of Florida: @NBCNews http://nbcnews.to/election #Decision2016,pos,2016-11-08 23:31:56
116,A group of Mariachis has been continuously playing in front of Trump Tower to remind Donald J. Trump that the U.S. still has longstanding relations with Mexico.,pos,2016-11-08 23:20:07
117,"Race to 270! Watch the electoral map updating live all night. 

Just click the video to expand the map to full view! Full coverage here: http://nbcnews.to/election2016",pos,2016-11-08 23:12:02
118,"BREAKING: Donald Trump wins the key battleground state of North Carolina, @NBCNews projects http://nbcnews.to/election #Decision2016",pos,2016-11-08 23:05:41
119,BREAKING: Here are the NBC News presidential race updates for 11PM ET poll closings http://nbcnews.to/election #Decision2016,pos,2016-11-08 23:00:14
120,Speaker Paul Ryan easily defeated Democrat Ryan Solen despite facing outspoken criticism from GOP presidential nominee Donald J. Trump.,neg,2016-11-08 22:45:08
121,"BREAKING: Hillary Clinton wins the key battleground state of Colorado, @NBCNews projects http://nbcnews.to/election #Decision2016",pos,2016-11-08 22:35:49
122,Dow Jones futures plummeted by more than 600 points as election returns showed Donald J. Trump taking an early lead in a number of states.,pos,2016-11-08 22:27:54
123,"BREAKING: Donald Trump wins the key battleground state of Ohio, @NBCNews projects http://nbcnews.to/election #Decision2016",pos,2016-11-08 22:21:23
124,BREAKING: Here are the NBC News presidential race updates for 10PM ET poll closings http://nbcnews.to/election #Decision2016,pos,2016-11-08 22:00:15
125,"43 percent of men and 58 percent of women are ""bothered a lot"" by Trump's treatment of women.",neg,2016-11-08 21:45:07
126,The Gold Star dad whose son was killed in combat in Iraq is optimistic that Americans will heal after what has been a divisive election.,pos,2016-11-08 21:30:12
127,BREAKING: Here are the NBC News presidential race updates for 9PM ET poll closings http://nbcnews.to/election #Decision2016,pos,2016-11-08 21:04:40
128,"Donald J. Trump's campaign unveiled the official cake of the night, and it looks a lot like the GOP nominee – right down to the red tie.",neg,2016-11-08 20:50:22
129,"BREAKING: Republicans maintain control of the U.S. House of Representatives, @NBCNews projects http://nbcnews.to/election #Decision2016",neg,2016-11-08 20:30:22
130,The only living former Republican nominee to support Donald J. Trump's candidacy is former Senator Bob Dole.,pos,2016-11-08 20:15:08
131,BREAKING: Here are the NBC News presidential race updates for 8PM ET poll closings http://nbcnews.to/election #Decision2016,pos,2016-11-08 20:00:09
132,"In a 23-year-old interview with NBC News' Tom Brokaw, President Bill Clinton predicts a ""woman will be elected president, probably in my lifetime.""",pos,2016-11-08 19:45:08
133,Polls are closed in the key battleground state of Ohio. Ron Mott takes you there LIVE. Continuing coverage all night here: http://nbcnews.to/election2016,pos,2016-11-08 19:33:00
134,BREAKING: Here are the NBC News presidential race updates for 7:30PM ET poll closings http://nbcnews.to/election #Decision2016,pos,2016-11-08 19:30:11
135,Race to 270! Watch the electoral map updating live all night. Full coverage here: http://nbcnews.to/election2016,pos,2016-11-08 19:19:31
136,Ari Melber is giving you an exclusive behind the scenes look at our election headquarters at 30 Rockefeller Center. Send in your questions! Full coverage all Election Day and Night: http://NBC news.to/election2016,pos,2016-11-08 19:14:58
137,Keep up with the latest election night updates on our livestream.,neg,2016-11-08 19:06:23
138,BREAKING: Here are the NBC News presidential race updates for 7PM ET poll closings http://nbcnews.to/election #Decision2016,pos,2016-11-08 19:00:20
139,WATCH: It's Election Day on NBC Nightly News with Lester Holt. Continuing coverage all night here: http://nbcnews.to/election2016,pos,2016-11-08 18:32:45
140,"Voters are relieved #ElectionDay will bring the whole ugly spectacle to rest. Unless, of course, a Hillary Clinton win is contested by Donald J. Trump.",pos,2016-11-08 18:25:12
141,About 6 in 10 voters so far today have an unfavorable view of Donald J. Trump.,pos,2016-11-08 17:36:53
142,"New Hampshire's primary gave Hillary Clinton  the most bruising defeat of her campaign against Bernie Sanders, and now the race there has tightened.",neg,2016-11-08 16:55:10
143,Kelly O'Donnell speaks to voters in Wisconsin. Full coverage: http://nbcnews.to/election2016 #50States,neg,2016-11-08 16:52:13
144,"With the election finally here, voters and leaders must contemplate what the lasting effect of Donald J. Trump's movement will be if he falls short.",pos,2016-11-08 16:15:31
145,No TV? No problem! Watch special #ElectionDay coverage on our livestream: on.msnbc.com/2ftkGOC #Decision2016,neg,2016-11-08 16:00:45
146,"""The reality is that the Hillary Clinton campaign has involved itself in more violence, and paid for it, than anything going on in the Trump campaign.""

- Rudy Giuliani",neg,2016-11-08 15:34:16
147,Gadi Schwartz reports from the key battleground state of Arizona. Full coverage all election day and night: http://nbcnews.to/election2016,pos,2016-11-08 15:29:55
148,"Hillary Clinton, Donald J. Trump and their running mates cast their ballot on #ElectionDay, but why did President Obama miss out on the Election Day voting festivities?

Watch more: http://on.msnbc.com/2fBVDYl",neg,2016-11-08 14:52:46
149,"Donald J. Trump's campaign has filed a lawsuit in state court accusing Clark County, Nevada, of keeping the polls open beyond closing time Friday, the final night of early voting.",neg,2016-11-08 14:20:09
150,"With #ElectionDay signalling the close of the campaign, Donald J. Trump still hasn't followed through.",neg,2016-11-08 13:50:11
151,"Hillary Clinton says voting was a ""humbling"" experience after casting her ballot at Douglas G. Graffin Elementary School in Chappaqua New York.

More: http://on.msnbc.com/2fXX9YI",neg,2016-11-08 13:18:47
152,"Watch Sandra Lilley and Suzanne Gamboa discuss the Latino vote in a special #ElectionDay panel. 

Full coverage all election day and night: http://nbcnews.to/election2016",neg,2016-11-08 13:04:29
153,"Donald J. Trump needs to secure the majority, if not all of the toss-up states and probably steal a blue state to overcome Hillary Clinton on #ElectionDay according to RCP co-founder Tom Bevan.",pos,2016-11-08 12:48:36
154,"JUST IN: Donald J. Trump votes in New York. #ElectionDay

Full election coverage: http://nbcnews.to/election2016",neg,2016-11-08 11:58:03
155,"Watch as cops remove two topless women protesting against Donald J. Trump at the New York polling place where Trump will vote.

Full election coverage: http://nbcnews.to/election2016",neg,2016-11-08 11:43:16
156,"Watch: Jacob Soboroff reported live from the key battleground state of Pennsylvania.

Full coverage all election day and night: http://nbcnews.to/election2016",pos,2016-11-08 11:19:44
157,"Hillary Clinton and her team aced the ""Mannequin Challenge"" in a bid to remind voters to cast their ballot. (And Bon Jovi made a guest appearance!)

Full coverage: http://nbcnews.to/election2016",pos,2016-11-08 10:57:56
158,"Hillary Clinton is leading Donald J. Trump nationally 50 percent to 40 percent, according to the latest Monmouth University poll.",neg,2016-11-08 10:56:44
159,"The Trump Train's final stop was not a heartfelt appeal to voters in a crucial state on the GOP nominee's path to the White House. Instead, it was a winding road of his greatest hits.",neg,2016-11-08 10:30:47
160,"If Hillary Clinton is a ""clear cut winner,"" will Trump concede?
 
Donald Trump Jr.: Of course. All we've wanted is a fair fight

Full coverage: http://on.msnbc.com/2eifCit",neg,2016-11-08 10:20:00
161,"Watch: Kerry Sanders fielded your questions live while talking to voters in the key battleground state of Florida. 

Full coverage all day: http://nbcnews.to/election2016",pos,2016-11-08 09:49:21
162,"Watch: Hallie Jackson gives a special preview of what's to come on #ElectionDay from NBC News HQ in New York! 

Full coverage all day: http://nbcnews.to/election2016",neg,2016-11-08 09:27:49
163,"As #ElectionDay begins, some are asking what would happen if Donald J. Trump loses and declines to concede.

The answer? Nothing.",neg,2016-11-08 09:01:03
164,Here's your hour-by-hour guide for making sense of Election Night.,pos,2016-11-08 08:30:28
165,"BREAKING: Hillary Clinton casts her ballot on #ElectionDay in Chappaqua, New York.

Full coverage: http://on.msnbc.com/2eifCit",neg,2016-11-08 08:26:18
166,"If Donald J. Trump wins, policy experts and political veterans see the potential for an explosive time in office.",pos,2016-11-08 08:01:16
167,"Kasie Hunt reports from outside a polling station in Chappaqua, New York as Hillary Clinton casts her vote on #ElectionDay.",neg,2016-11-08 08:00:58
168,NBC News started using music to accompany the start of its coverage for the 1976 Carter/Ford presidential election.,pos,2016-11-08 07:30:00
169,"If Hillary Clinton is elected, here's what she would face.",neg,2016-11-08 07:00:57
170,"Trump himself has not taken an active part in transition efforts, in part out of superstition: He fears too much planning before a victory might jinx the campaign.",pos,2016-11-07 22:00:16
171,"""There are a lot of eyes on this presidential election — more than there normally would be,"" a senior Obama administration official said.",neg,2016-11-07 20:57:25
172,"From the ride down an elevator to “if I win” and everything in-between, here's a look at the 18 months of Donald J. Trump's whirlwind campaign in two minutes. 

More: http://nbcnews.to/2ePb2nQ",neg,2016-11-07 19:09:09
173,"In our final battleground map of the 2016 presidential race, Hillary Clinton holds a substantial lead over Donald J. Trump with just one day until #ElectionDay.",pos,2016-11-07 17:55:08
174,"Emails, hot sauce, ""basket of deplorables"" and Beyoncé: A look back at standout moments from Hillary Clinton's unprecedented campaign 

More: http://nbcnews.to/2fMzMCd",neg,2016-11-07 16:55:30
175,"""I got your 'blue state' right here,"" Ted Nugent tells a Michigan crowd before grabbing his crotch at a rally supporting Donald J. Trump.",pos,2016-11-07 14:32:04
176,Will Donald J. Trump win 270 electoral votes tomorrow?,neg,2016-11-07 14:04:50
177,The final NBC News poll shows the 2016 race tightening ahead of the Election Day finish line.,pos,2016-11-07 13:15:19
178,Hillary Clinton and Donald J. Trump are tied in the latest poll from battleground Florida.,pos,2016-11-07 12:15:23
179,"Hillary Clinton campaigned with Gold Star father Khizr Khan, who famously riled Donald J. Trump with his DNC speech questioning whether Trump had read the U.S. Constitution. 

Full coverage of the final sprint to Election Day: http://nbcnews.to/2etCM0g",pos,2016-11-07 11:45:21
180,"Hillary Clinton brought out Beyoncé, Katy Perry and Jay Z on the campaign trail, so in Michigan on Saturday, Donald Trump released the big gun of conservative celebrity endorsements.",pos,2016-11-07 07:01:05
181,"Aware that she could be declared the president-elect in about 48 hours, Clinton seemed to get a head start on the national group therapy session.",neg,2016-11-07 01:01:39
182,Trump sounded a familiar refrain after learning the latest from the FBI: The system's rigged.,neg,2016-11-06 23:00:14
183,The #NeverTrump app matches Democratic voters in states like California with supporters of Jill Stein or Gary Johnson in battleground states like Ohio and Florida.,pos,2016-11-06 22:06:55
184,"In the ad, Trump says he will defend Americans against ""those who control the levers of power in Washington"" and pledges to fight the ""global power structure"" and its promotion of ""global special interests.""",neg,2016-11-06 21:00:21
